,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Mid,Maturity,Time to Maturity,Type,Spot,Moneyness,Fed Funds Rate (%)
0,SPY210716C00185000,2021-05-28 1:43PM EDT,185.0,235.68,239.82,240.84,0.0,-,8,0,135.94%,240.32999999999998,2021-07-16,0.057534246575342465,C,425.1,2.297837837837838,0.06
1,SPY210716C00200000,2021-06-17 12:49PM EDT,200.0,220.45,224.83,225.84,0.0,-,337,1,124.32%,225.335,2021-07-16,0.057534246575342465,C,425.1,2.1255,0.06
2,SPY210716C00210000,2021-06-18 11:30AM EDT,210.0,205.75,214.83,215.84,0.0,-,13,0,116.89%,215.335,2021-07-16,0.057534246575342465,C,425.1,2.0242857142857145,0.06
3,SPY210716C00215000,2021-02-01 2:51PM EDT,215.0,162.08,160.14,160.72,0.0,-,1,1,0.00%,160.43,2021-07-16,0.057534246575342465,C,425.1,1.9772093023255815,0.06
4,SPY210716C00220000,2021-06-17 4:02PM EDT,220.0,202.15,204.84,205.83,0.0,-,2,0,109.77%,205.335,2021-07-16,0.057534246575342465,C,425.1,1.9322727272727274,0.06
5,SPY210716C00230000,2021-06-18 11:31AM EDT,230.0,185.75,194.84,195.85,0.0,-,1,1,103.42%,195.345,2021-07-16,0.057534246575342465,C,425.1,1.8482608695652174,0.06
6,SPY210716C00235000,2021-05-10 10:31AM EDT,235.0,186.58,186.45,187.24,0.0,-,6,0,0.00%,186.845,2021-07-16,0.057534246575342465,C,425.1,1.808936170212766,0.06
7,SPY210716C00240000,2021-04-05 10:21AM EDT,240.0,165.81,176.21,176.58,0.0,-,-,0,0.00%,176.395,2021-07-16,0.057534246575342465,C,425.1,1.77125,0.06
8,SPY210716C00245000,2021-04-12 9:45AM EDT,245.0,166.66,166.98,167.46,0.0,-,2,0,0.00%,167.22,2021-07-16,0.057534246575342465,C,425.1,1.7351020408163267,0.06
9,SPY210716C00250000,2021-06-17 4:02PM EDT,250.0,172.15,174.86,175.85,0.0,-,3,4,91.02%,175.35500000000002,2021-07-16,0.057534246575342465,C,425.1,1.7004000000000001,0.06
10,SPY210716C00255000,2021-03-15 12:04AM EDT,255.0,134.56,0.0,0.0,0.0,-,2,0,0.00%,0.0,2021-07-16,0.057534246575342465,C,425.1,1.667058823529412,0.06
11,SPY210716C00260000,2021-06-21 12:06PM EDT,260.0,160.16,164.87,165.86,0.0,-,2,2,85.35%,165.365,2021-07-16,0.057534246575342465,C,425.1,1.635,0.06
12,SPY210716C00270000,2021-06-17 4:03PM EDT,270.0,152.0,154.87,155.88,0.0,-,3,0,79.79%,155.375,2021-07-16,0.057534246575342465,C,425.1,1.5744444444444445,0.06
13,SPY210716C00280000,2021-06-17 4:03PM EDT,280.0,142.0,145.03,145.75,0.0,-,4,0,74.56%,145.39,2021-07-16,0.057534246575342465,C,425.1,1.5182142857142857,0.06
14,SPY210716C00290000,2021-06-17 12:47PM EDT,290.0,130.53,134.98,135.86,0.0,-,14,0,69.92%,135.42000000000002,2021-07-16,0.057534246575342465,C,425.1,1.4658620689655173,0.06
15,SPY210716C00295000,2021-06-17 12:47PM EDT,295.0,125.55,130.1,130.71,0.0,-,52,0,66.70%,130.405,2021-07-16,0.057534246575342465,C,425.1,1.4410169491525424,0.06
16,SPY210716C00300000,2021-06-22 10:55AM EDT,300.0,125.2,125.13,125.8,3.43,+2.82%,2,17,65.63%,125.465,2021-07-16,0.057534246575342465,C,425.1,1.417,0.06
