Moneyness,2021-04-16,2021-05-21,2021-06-18,2021-07-16,2021-08-20,2021-09-17,2021-10-15,2021-12-17,2022-01-21,2022-02-18,2022-03-18,2022-06-17,2022-09-16,2022-12-16,2023-01-20,2023-03-17,2023-12-15
0.7528461538461538,,0.6466552885282586,0.5380749323449812,0.4707063806250256,0.41399795333297107,0.3810855381171277,0.35505403395214746,0.3129200382538141,0.2955799180603645,0.2843035323642844,0.2742620636307357,0.24994418061564952,0.23395319489374805,0.22051714618114798,0.21815815599465332,,0.1929118788145258
0.7601553398058253,0.9442868899370394,0.6295258260476339,0.523936512188625,0.45819009068397776,,0.37112598684725684,0.345857370711597,0.3050859164850025,0.2883606892414358,0.2775718271345158,0.26796772292789256,0.24472901236023206,0.22907444925448783,0.21675003478459057,0.21371779015704367,,0.190803730340057
0.7676078431372549,0.9178612810683878,0.6119761333891659,0.5092752300744697,0.44546898633321114,,0.36100091807186035,,0.2971838265336703,0.28107776714455324,0.2707494233361058,0.26158660366199976,0.23954143818765447,0.2248166672315457,0.21303146195550496,0.20973334750198894,,0.1888113852028174
0.7752079207920792,0.8907788194338898,0.5939191213606597,0.4942495394083235,0.43242925016315803,0.38061313170955163,0.3506183722009849,,0.28917230275423567,0.2738809673881685,0.263919654069082,0.2552279285136722,0.23432402996715865,0.22050996979376572,0.2094016271472861,0.20825035743648626,0.1987081357799685,0.18687901082420091
0.78296,0.8630112255174391,0.5754053124218136,0.478901535037553,0.4190572229404284,0.36903507520194856,0.34013090889070985,0.3173047417954181,0.2810762642045427,0.26663692800031513,0.25704514303855214,0.2489430195943192,0.2291751482918213,0.2162685871691367,0.20579020855129596,0.20311999698194436,,0.18706411038503146
0.7908686868686869,0.8345283613668197,0.5564146163105911,0.4631567931912914,0.4053383428319604,,0.3292817864067684,0.3075090945653101,0.2729203273471926,0.2589279071500962,0.25017874459841377,0.24246379064717666,0.22414139348922524,0.20931929652355233,0.20225950861829545,0.19931899217469784,,0.18341753537609093
0.7989387755102041,0.8055067026628606,0.5369951335248206,0.44705537942466994,0.39145953546988355,0.3449962027177257,0.3183860330248658,0.29759459800725857,0.26472885449882844,0.2516593184694102,0.24337334204986127,0.23607318273557734,0.2191390940347935,0.20801094991232838,0.1988944620482278,0.1972606628159165,,0.18188454881018462
0.8071752577319588,0.7754948116242412,0.5170545433748199,0.43052051583609563,0.3769994976521475,0.3326857375948046,0.3072673264067765,0.2875497633693611,0.25652600945673887,0.24403425447345498,0.23653048346094405,0.22976422866163468,0.21418859076695237,0.2040333590700891,0.19555803694538543,0.19293378116681,,0.17717835716449454
0.8155833333333333,0.744559729993977,0.4965683437300586,0.4136479098798052,0.3623964704395884,0.3201617685990668,0.2960763508887334,0.27743901584759534,0.24830220980938178,0.23664395321755916,0.23198087964389327,0.22355906704354328,0.20925786819527617,0.20022273837970972,0.1923576106695476,0.19180585364059596,,0.18027225381143477
0.8241684210526317,0.7129757161988423,0.47551024939234504,0.3961838362892192,0.3474293408548594,0.3074980214409768,0.284799567580334,0.26725006417867153,0.2401485642544381,0.22929039270581528,0.223125093989813,0.21742146426070327,0.20455115837364068,0.196502879666379,0.18944652289610822,0.19200233302581604,0.18618510838924215,0.1833047951824455
0.832936170212766,0.6803865416801682,0.4539219934502207,0.3784536900323687,0.3322309757264958,0.294723215439008,0.27338155202405756,0.25708531653097366,0.23208927523195372,0.22206020960642503,0.2166082736261507,0.21149094295786172,0.2000112712968535,0.1930869949418222,0.1866431424143942,0.18537012274221976,,0.18543225743308422
0.8418924731182796,0.6468510584567219,0.4317736308603806,0.3602587138602376,0.3167299838352984,0.28186563416954763,0.2620138741422436,0.24697074765808305,0.2241148413528721,0.2150089997839654,0.21026669276277957,0.2056436540878509,0.19571284496660782,0.18985152848323608,0.1841019260940527,0.17853591631849516,0.1815397625798291,0.18502448128360535
