,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Mid,Maturity,Time to Maturity,Type,Spot,Moneyness,Fed Funds Rate (%)
0,SPY210716C00185000,2021-05-28 1:43PM EDT,185.0,235.68,237.32,238.33,0.0,-,8,0,131.93%,237.825,2021-07-16,0.06027397260273973,C,422.6,2.2843243243243245,0.06
1,SPY210716C00200000,2021-06-17 12:49PM EDT,200.0,220.45,222.32,223.31,0.0,-,337,1,119.63%,222.815,2021-07-16,0.06027397260273973,C,422.6,2.113,0.06
2,SPY210716C00210000,2021-06-18 11:30AM EDT,210.0,205.75,212.32,213.32,0.0,-,13,13,112.70%,212.82,2021-07-16,0.06027397260273973,C,422.6,2.0123809523809526,0.06
3,SPY210716C00215000,2021-02-01 2:51PM EDT,215.0,162.08,160.14,160.72,0.0,-,1,1,0.00%,160.43,2021-07-16,0.06027397260273973,C,422.6,1.9655813953488372,0.06
4,SPY210716C00220000,2021-06-17 4:02PM EDT,220.0,202.15,202.33,203.32,0.0,-,2,0,106.06%,202.825,2021-07-16,0.06027397260273973,C,422.6,1.9209090909090911,0.06
5,SPY210716C00230000,2021-06-18 11:31AM EDT,230.0,185.75,192.34,193.35,0.0,-,1,1,100.49%,192.845,2021-07-16,0.06027397260273973,C,422.6,1.8373913043478263,0.06
6,SPY210716C00235000,2021-05-10 10:31AM EDT,235.0,186.58,186.45,187.24,0.0,-,6,0,0.00%,186.845,2021-07-16,0.06027397260273973,C,422.6,1.7982978723404257,0.06
7,SPY210716C00240000,2021-04-05 10:21AM EDT,240.0,165.81,176.21,176.58,0.0,-,-,0,0.00%,176.395,2021-07-16,0.06027397260273973,C,422.6,1.7608333333333335,0.06
8,SPY210716C00245000,2021-04-12 9:45AM EDT,245.0,166.66,166.98,167.46,0.0,-,2,0,0.00%,167.22,2021-07-16,0.06027397260273973,C,422.6,1.7248979591836735,0.06
9,SPY210716C00250000,2021-06-17 4:02PM EDT,250.0,172.15,172.35,173.34,0.0,-,3,4,87.79%,172.845,2021-07-16,0.06027397260273973,C,422.6,1.6904000000000001,0.06
10,SPY210716C00255000,2021-03-15 12:04AM EDT,255.0,134.56,0.0,0.0,0.0,-,2,0,0.00%,0.0,2021-07-16,0.06027397260273973,C,422.6,1.6572549019607845,0.06
11,SPY210716C00260000,2021-06-21 12:06PM EDT,260.0,160.16,162.36,163.35,0.0,-,2,2,82.32%,162.85500000000002,2021-07-16,0.06027397260273973,C,422.6,1.6253846153846154,0.06
12,SPY210716C00270000,2021-06-17 4:03PM EDT,270.0,152.0,152.37,153.36,0.0,-,3,0,76.86%,152.865,2021-07-16,0.06027397260273973,C,422.6,1.5651851851851852,0.06
13,SPY210716C00280000,2021-06-17 4:03PM EDT,280.0,142.0,142.47,143.26,0.0,-,4,0,71.29%,142.865,2021-07-16,0.06027397260273973,C,422.6,1.5092857142857143,0.06
14,SPY210716C00290000,2021-06-17 12:47PM EDT,290.0,130.53,132.48,133.21,0.0,-,14,0,65.14%,132.845,2021-07-16,0.06027397260273973,C,422.6,1.457241379310345,0.06
15,SPY210716C00295000,2021-06-17 12:47PM EDT,295.0,125.55,127.49,128.23,0.0,-,52,0,62.99%,127.85999999999999,2021-07-16,0.06027397260273973,C,422.6,1.432542372881356,0.06
16,SPY210716C00300000,2021-06-22 10:55AM EDT,300.0,121.77,122.59,123.26,0.0,-,1,17,62.26%,122.92500000000001,2021-07-16,0.06027397260273973,C,422.6,1.4086666666666667,0.06
17,SPY210716C00301000,2021-06-18 9:38AM EDT,301.0,116.5,121.6,122.35,0.0,-,1,1,63.04%,121.975,2021-07-16,0.06027397260273973,C,422.6,1.4039867109634552,0.06
18,SPY210716C00302000,2021-06-23 3:46PM EDT,302.0,121.34,120.51,121.31,2.79,+2.35%,3,0,60.79%,120.91,2021-07-16,0.06027397260273973,C,422.6,1.399337748344371,0.06
19,SPY210716C00303000,2021-05-17 12:10AM EDT,303.0,107.66,0.0,0.0,0.0,-,-,0,0.00%,0.0,2021-07-16,0.06027397260273973,C,422.6,1.3947194719471947,0.06
20,SPY210716C00304000,2021-05-17 12:10AM EDT,304.0,106.92,0.0,0.0,0.0,-,-,0,0.00%,0.0,2021-07-16,0.06027397260273973,C,422.6,1.3901315789473685,0.06
21,SPY210716C00305000,2021-06-17 10:40AM EDT,305.0,117.8,117.61,118.18,0.0,-,8,0,58.79%,117.89500000000001,2021-07-16,0.06027397260273973,C,422.6,1.3855737704918034,0.06
22,SPY210716C00306000,2021-06-08 11:45AM EDT,306.0,116.0,116.53,117.37,0.0,-,10,0,59.72%,116.95,2021-07-16,0.06027397260273973,C,422.6,1.381045751633987,0.06
23,SPY210716C00307000,2021-06-17 12:48PM EDT,307.0,113.52,115.74,116.38,0.0,-,26,0,61.72%,116.06,2021-07-16,0.06027397260273973,C,422.6,1.3765472312703584,0.06
24,SPY210716C00308000,2021-05-13 12:21PM EDT,308.0,103.14,115.85,116.64,0.0,-,47,50,77.01%,116.245,2021-07-16,0.06027397260273973,C,422.6,1.3720779220779222,0.06
25,SPY210716C00309000,2021-05-19 2:41PM EDT,309.0,100.14,108.01,108.17,0.0,-,100,0,0.00%,108.09,2021-07-16,0.06027397260273973,C,422.6,1.3676375404530745,0.06
26,SPY210716C00310000,2021-06-17 3:57PM EDT,310.0,112.24,112.74,113.4,0.0,-,114,3,60.28%,113.07,2021-07-16,0.06027397260273973,C,422.6,1.363225806451613,0.06
27,SPY210716C00311000,2021-06-17 12:49PM EDT,311.0,109.44,111.76,112.43,0.0,-,54,0,60.23%,112.095,2021-07-16,0.06027397260273973,C,422.6,1.3588424437299036,0.06
28,SPY210716C00312000,2021-06-07 10:53AM EDT,312.0,109.54,110.76,111.42,0.0,-,10,0,59.57%,111.09,2021-07-16,0.06027397260273973,C,422.6,1.3544871794871796,0.06
29,SPY210716C00313000,2021-06-17 3:43PM EDT,313.0,110.0,109.76,110.41,0.0,-,2,0,58.94%,110.08500000000001,2021-07-16,0.06027397260273973,C,422.6,1.3501597444089457,0.06
30,SPY210716C00314000,2021-05-24 9:39AM EDT,314.0,104.09,108.76,109.44,0.0,-,100,0,58.69%,109.1,2021-07-16,0.06027397260273973,C,422.6,1.345859872611465,0.06
31,SPY210716C00315000,2021-06-07 10:57AM EDT,315.0,106.68,107.77,108.43,0.0,-,10,1,58.15%,108.1,2021-07-16,0.06027397260273973,C,422.6,1.3415873015873017,0.06
32,SPY210716C00316000,2021-06-01 12:20PM EDT,316.0,104.1,106.77,107.43,0.0,-,4,0,57.62%,107.1,2021-07-16,0.06027397260273973,C,422.6,1.3373417721518988,0.06
33,SPY210716C00317000,2021-06-11 1:01PM EDT,317.0,106.37,105.77,106.41,0.0,-,1,1,56.89%,106.09,2021-07-16,0.06027397260273973,C,422.6,1.3331230283911673,0.06
34,SPY210716C00318000,2021-06-17 12:22PM EDT,318.0,102.12,104.78,105.46,0.0,-,13,0,56.89%,105.12,2021-07-16,0.06027397260273973,C,422.6,1.328930817610063,0.06
35,SPY210716C00319000,2021-06-21 2:52PM EDT,319.0,101.78,103.78,104.42,0.0,-,3,4,55.98%,104.1,2021-07-16,0.06027397260273973,C,422.6,1.3247648902821316,0.06
36,SPY210716C00320000,2021-06-18 12:38PM EDT,320.0,97.26,102.78,103.43,0.0,-,10,13,55.52%,103.105,2021-07-16,0.06027397260273973,C,422.6,1.3206250000000002,0.06
37,SPY210716C00321000,2021-06-09 10:52AM EDT,321.0,101.99,101.79,102.46,0.0,-,1,0,55.35%,102.125,2021-07-16,0.06027397260273973,C,422.6,1.3165109034267914,0.06
38,SPY210716C00322000,2021-06-08 3:44PM EDT,322.0,100.51,100.79,101.46,0.0,-,3,0,54.81%,101.125,2021-07-16,0.06027397260273973,C,422.6,1.3124223602484473,0.06
39,SPY210716C00323000,2021-06-16 3:46PM EDT,323.0,99.64,99.79,100.45,0.0,-,3,0,54.20%,100.12,2021-07-16,0.06027397260273973,C,422.6,1.308359133126935,0.06
40,SPY210716C00324000,2021-05-24 9:39AM EDT,324.0,94.21,98.8,99.45,0.0,-,1,0,53.74%,99.125,2021-07-16,0.06027397260273973,C,422.6,1.3043209876543211,0.06
41,SPY210716C00325000,2021-06-16 3:46PM EDT,325.0,97.63,97.8,98.47,0.0,-,3,0,53.37%,98.13499999999999,2021-07-16,0.06027397260273973,C,422.6,1.3003076923076924,0.06
42,SPY210716C00326000,2021-06-10 3:17PM EDT,326.0,97.68,96.8,97.45,0.0,-,6,0,52.69%,97.125,2021-07-16,0.06027397260273973,C,422.6,1.296319018404908,0.06
43,SPY210716C00327000,2021-06-10 3:40PM EDT,327.0,96.56,95.81,96.44,0.0,-,8,0,52.15%,96.125,2021-07-16,0.06027397260273973,C,422.6,1.2923547400611621,0.06
44,SPY210716C00328000,2021-06-10 3:40PM EDT,328.0,95.56,94.81,95.48,0.0,-,8,0,51.93%,95.14500000000001,2021-07-16,0.06027397260273973,C,422.6,1.2884146341463416,0.06
45,SPY210716C00329000,2021-06-09 3:23PM EDT,329.0,94.38,93.81,94.47,0.0,-,5,6,51.32%,94.14,2021-07-16,0.06027397260273973,C,422.6,1.2844984802431612,0.06
46,SPY210716C00330000,2021-06-18 3:08PM EDT,330.0,92.24,92.81,93.46,0.0,-,3,10,50.71%,93.13499999999999,2021-07-16,0.06027397260273973,C,422.6,1.2806060606060607,0.06
47,SPY210716C00331000,2021-06-09 10:49AM EDT,331.0,93.57,91.82,92.5,0.0,-,1,0,50.56%,92.16,2021-07-16,0.06027397260273973,C,422.6,1.276737160120846,0.06
48,SPY210716C00332000,2021-06-10 1:59PM EDT,332.0,92.12,90.82,91.45,0.0,-,11,0,53.93%,91.13499999999999,2021-07-16,0.06027397260273973,C,422.6,1.2728915662650604,0.06
49,SPY210716C00333000,2021-06-17 2:20PM EDT,333.0,88.88,89.83,90.46,0.0,-,7,0,53.49%,90.145,2021-07-16,0.06027397260273973,C,422.6,1.2690690690690691,0.06
50,SPY210716C00334000,2021-05-20 3:51PM EDT,334.0,82.02,81.03,81.33,0.0,-,68,7,0.00%,81.18,2021-07-16,0.06027397260273973,C,422.6,1.2652694610778443,0.06
51,SPY210716C00335000,2021-06-09 12:59PM EDT,335.0,87.8,87.84,88.48,0.0,-,10,0,52.61%,88.16,2021-07-16,0.06027397260273973,C,422.6,1.261492537313433,0.06
52,SPY210716C00336000,2021-05-14 1:32PM EDT,336.0,81.25,87.31,88.09,0.0,-,5,7,54.39%,87.7,2021-07-16,0.06027397260273973,C,422.6,1.2577380952380952,0.06
53,SPY210716C00337000,2021-05-10 2:01PM EDT,337.0,85.11,84.83,85.31,0.0,-,18,20,0.00%,85.07,2021-07-16,0.06027397260273973,C,422.6,1.254005934718101,0.06
54,SPY210716C00338000,2021-06-21 2:52PM EDT,338.0,82.88,84.85,85.51,0.0,-,3,3,51.25%,85.18,2021-07-16,0.06027397260273973,C,422.6,1.2502958579881658,0.06
55,SPY210716C00339000,2021-04-23 11:27AM EDT,339.0,78.61,76.69,77.84,0.0,-,1,3,0.00%,77.265,2021-07-16,0.06027397260273973,C,422.6,1.2466076696165191,0.06
56,SPY210716C00340000,2021-06-17 3:46PM EDT,340.0,82.85,82.87,83.5,0.0,-,5,1,50.02%,83.185,2021-07-16,0.06027397260273973,C,422.6,1.2429411764705882,0.06
57,SPY210716C00341000,2021-06-18 12:02PM EDT,341.0,79.37,81.87,82.5,0.0,-,3,4,49.46%,82.185,2021-07-16,0.06027397260273973,C,422.6,1.2392961876832844,0.06
58,SPY210716C00342000,2021-06-17 10:02AM EDT,342.0,79.76,80.87,81.52,0.0,-,2,0,49.12%,81.195,2021-07-16,0.06027397260273973,C,422.6,1.235672514619883,0.06
59,SPY210716C00343000,2021-06-17 12:30PM EDT,343.0,76.47,79.88,80.54,0.0,-,1,0,48.78%,80.21000000000001,2021-07-16,0.06027397260273973,C,422.6,1.2320699708454812,0.06
60,SPY210716C00344000,2021-06-02 12:23PM EDT,344.0,76.87,78.88,79.53,0.0,-,2,0,48.11%,79.205,2021-07-16,0.06027397260273973,C,422.6,1.2284883720930233,0.06
61,SPY210716C00345000,2021-06-18 9:32AM EDT,345.0,72.55,77.89,78.53,0.0,-,1,1,47.56%,78.21000000000001,2021-07-16,0.06027397260273973,C,422.6,1.224927536231884,0.06
62,SPY210716C00346000,2021-05-25 3:20PM EDT,346.0,72.92,76.89,77.55,0.0,-,1,0,47.19%,77.22,2021-07-16,0.06027397260273973,C,422.6,1.2213872832369943,0.06
63,SPY210716C00347000,2021-06-21 2:36PM EDT,347.0,73.98,75.89,76.54,0.0,-,3,3,46.53%,76.215,2021-07-16,0.06027397260273973,C,422.6,1.2178674351585015,0.06
64,SPY210716C00348000,2021-06-18 9:33AM EDT,348.0,69.7,74.9,75.56,0.0,-,1,1,46.17%,75.23,2021-07-16,0.06027397260273973,C,422.6,1.214367816091954,0.06
65,SPY210716C00349000,2021-06-10 11:45AM EDT,349.0,74.33,73.91,74.55,0.0,-,5,0,45.52%,74.22999999999999,2021-07-16,0.06027397260273973,C,422.6,1.2108882521489972,0.06
66,SPY210716C00350000,2021-06-22 10:09AM EDT,350.0,74.0,72.91,73.54,2.8,+3.93%,1,99,44.87%,73.225,2021-07-16,0.06027397260273973,C,422.6,1.2074285714285715,0.06
67,SPY210716C00351000,2021-05-21 3:48PM EDT,351.0,65.24,64.36,64.46,0.0,-,1,0,0.00%,64.41,2021-07-16,0.06027397260273973,C,422.6,1.203988603988604,0.06
68,SPY210716C00352000,2021-06-17 10:43AM EDT,352.0,70.95,70.93,71.59,0.0,-,1,0,44.24%,71.26,2021-07-16,0.06027397260273973,C,422.6,1.200568181818182,0.06
