,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Mid,Maturity,Time to Maturity,Type,Spot,Moneyness,Fed Funds Rate (%)
0,SPY210521C00165000,2021-04-09 2:15PM EDT,165.0,244.77,246.39,246.96,0.0,-,1,1,92.97%,246.675,2021-05-21,0.10410958904109589,C,411.64,2.4947878787878786,0.07
1,SPY210521C00170000,2021-02-23 5:01PM EDT,170.0,218.36,219.85,220.58,0.0,-,2,0,0.00%,220.215,2021-05-21,0.10410958904109589,C,411.64,2.421411764705882,0.07
2,SPY210521C00185000,2021-02-24 4:58PM EDT,185.0,206.51,210.73,211.53,0.0,-,2,0,0.00%,211.13,2021-05-21,0.10410958904109589,C,411.64,2.225081081081081,0.07
3,SPY210521C00200000,2021-03-30 3:57PM EDT,200.0,193.73,211.39,211.98,0.0,-,6,7,75.78%,211.685,2021-05-21,0.10410958904109589,C,411.64,2.0582,0.07
4,SPY210521C00210000,2021-02-26 5:02PM EDT,210.0,170.61,185.8,186.61,0.0,-,3,0,0.00%,186.205,2021-05-21,0.10410958904109589,C,411.64,1.960190476190476,0.07
5,SPY210521C00215000,2021-03-22 10:58AM EDT,215.0,177.22,196.43,196.97,0.0,-,-,3,70.70%,196.7,2021-05-21,0.10410958904109589,C,411.64,1.9146046511627905,0.07
6,SPY210521C00220000,2021-03-31 9:46AM EDT,220.0,176.21,191.43,192.0,0.0,-,1,2,69.92%,191.715,2021-05-21,0.10410958904109589,C,411.64,1.8710909090909091,0.07
7,SPY210521C00225000,2020-10-28 11:46AM EDT,225.0,107.77,138.16,140.01,0.0,-,-,5,0.00%,139.08499999999998,2021-05-21,0.10410958904109589,C,411.64,1.829511111111111,0.07
8,SPY210521C00230000,2021-04-07 10:32AM EDT,230.0,176.9,181.42,182.01,0.0,-,33,33,65.43%,181.71499999999997,2021-05-21,0.10410958904109589,C,411.64,1.7897391304347825,0.07
9,SPY210521C00235000,2021-02-16 1:25PM EDT,235.0,158.17,156.38,157.48,0.0,-,2,1,0.00%,156.93,2021-05-21,0.10410958904109589,C,411.64,1.751659574468085,0.07
10,SPY210521C00240000,2021-03-15 10:58AM EDT,240.0,153.85,171.44,172.02,0.0,-,1,0,62.11%,171.73000000000002,2021-05-21,0.10410958904109589,C,411.64,1.7151666666666665,0.07
11,SPY210521C00245000,2021-03-09 12:04PM EDT,245.0,143.96,165.46,166.3,0.0,-,15,0,0.00%,165.88,2021-05-21,0.10410958904109589,C,411.64,1.6801632653061225,0.07
12,SPY210521C00250000,2021-03-31 2:02PM EDT,250.0,147.72,161.47,162.04,0.0,-,4,4,59.38%,161.755,2021-05-21,0.10410958904109589,C,411.64,1.64656,0.07
13,SPY210521C00255000,2021-04-09 2:49PM EDT,255.0,155.18,156.46,157.04,0.0,-,2,1,56.93%,156.75,2021-05-21,0.10410958904109589,C,411.64,1.6142745098039215,0.07
14,SPY210521C00260000,2021-04-09 2:49PM EDT,260.0,150.19,151.48,152.06,0.0,-,2,3,55.86%,151.76999999999998,2021-05-21,0.10410958904109589,C,411.64,1.5832307692307692,0.07
15,SPY210521C00265000,2021-03-17 11:05AM EDT,265.0,128.7,146.47,147.02,0.0,-,26,8,52.44%,146.745,2021-05-21,0.10410958904109589,C,411.64,1.5533584905660376,0.07
