,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Mid,Maturity,Time to Maturity,Type,Spot,Moneyness,Fed Funds Rate (%)
0,SPY210521C00165000,2021-04-09 2:15PM EDT,165.0,244.77,252.36,252.75,0.0,-,1,1,141.21%,252.555,2021-05-21,0.06027397260273973,C,417.4,2.5296969696969698,0.07
1,SPY210521C00170000,2021-02-23 5:01PM EDT,170.0,218.36,219.85,220.58,0.0,-,2,0,0.00%,220.215,2021-05-21,0.06027397260273973,C,417.4,2.4552941176470586,0.07
2,SPY210521C00185000,2021-02-24 4:58PM EDT,185.0,206.51,210.73,211.53,0.0,-,2,0,0.00%,211.13,2021-05-21,0.06027397260273973,C,417.4,2.2562162162162163,0.07
3,SPY210521C00200000,2021-04-14 10:41AM EDT,200.0,213.65,217.37,217.77,0.0,-,1,8,114.75%,217.57,2021-05-21,0.06027397260273973,C,417.4,2.0869999999999997,0.07
4,SPY210521C00210000,2021-02-26 5:02PM EDT,210.0,170.61,185.8,186.61,0.0,-,3,0,0.00%,186.205,2021-05-21,0.06027397260273973,C,417.4,1.9876190476190476,0.07
5,SPY210521C00215000,2021-03-22 10:58AM EDT,215.0,177.22,200.05,200.45,0.0,-,-,3,0.00%,200.25,2021-05-21,0.06027397260273973,C,417.4,1.941395348837209,0.07
6,SPY210521C00220000,2021-03-31 9:46AM EDT,220.0,176.21,197.38,197.77,0.0,-,1,2,101.27%,197.575,2021-05-21,0.06027397260273973,C,417.4,1.8972727272727272,0.07
7,SPY210521C00225000,2020-10-28 11:46AM EDT,225.0,107.77,138.16,140.01,0.0,-,-,5,0.00%,139.08499999999998,2021-05-21,0.06027397260273973,C,417.4,1.855111111111111,0.07
8,SPY210521C00230000,2021-04-07 10:32AM EDT,230.0,176.9,187.38,187.78,0.0,-,33,33,95.12%,187.57999999999998,2021-05-21,0.06027397260273973,C,417.4,1.814782608695652,0.07
9,SPY210521C00235000,2021-02-16 1:25PM EDT,235.0,158.17,156.38,157.48,0.0,-,2,1,0.00%,156.93,2021-05-21,0.06027397260273973,C,417.4,1.7761702127659573,0.07
10,SPY210521C00240000,2021-03-15 10:58AM EDT,240.0,153.85,173.17,173.65,0.0,-,1,0,0.00%,173.41,2021-05-21,0.06027397260273973,C,417.4,1.7391666666666665,0.07
11,SPY210521C00245000,2021-03-09 12:04PM EDT,245.0,143.96,165.46,166.3,0.0,-,15,0,0.00%,165.88,2021-05-21,0.06027397260273973,C,417.4,1.703673469387755,0.07
12,SPY210521C00250000,2021-03-31 2:02PM EDT,250.0,147.72,167.39,167.79,0.0,-,4,4,83.40%,167.58999999999997,2021-05-21,0.06027397260273973,C,417.4,1.6696,0.07
13,SPY210521C00255000,2021-04-09 2:49PM EDT,255.0,155.18,162.39,162.79,0.0,-,2,1,80.47%,162.58999999999997,2021-05-21,0.06027397260273973,C,417.4,1.636862745098039,0.07
14,SPY210521C00260000,2021-04-09 2:49PM EDT,260.0,150.19,157.4,157.79,0.0,-,2,3,77.83%,157.595,2021-05-21,0.06027397260273973,C,417.4,1.6053846153846152,0.07
15,SPY210521C00265000,2021-04-20 11:22AM EDT,265.0,146.5,152.4,152.8,0.0,-,5,8,75.20%,152.60000000000002,2021-05-21,0.06027397260273973,C,417.4,1.5750943396226413,0.07
