,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Mid,Maturity,Time to Maturity,Type,Spot,Moneyness,Fed Funds Rate (%)
0,SPY210416C00165000,2021-01-06 12:41PM EDT,165.0,210.2,222.48,223.7,0.0,-,1,1,155.37%,223.08999999999997,2021-04-16,0.06027397260273973,C,387.52,2.3486060606060604,0.08
1,SPY210416C00175000,2020-12-18 10:40AM EDT,175.0,195.7,199.35,200.23,0.0,-,-,2,0.00%,199.79,2021-04-16,0.06027397260273973,C,387.52,2.2144,0.08
2,SPY210416C00180000,2021-02-01 10:31AM EDT,180.0,194.0,204.46,205.21,0.0,-,1,1,0.00%,204.835,2021-04-16,0.06027397260273973,C,387.52,2.1528888888888886,0.08
3,SPY210416C00200000,2021-03-18 3:27PM EDT,200.0,192.0,187.56,188.02,0.0,-,3,2,111.04%,187.79000000000002,2021-04-16,0.06027397260273973,C,387.52,1.9376,0.08
4,SPY210416C00210000,2021-02-26 4:53PM EDT,210.0,173.32,177.56,178.05,0.0,-,1,0,104.20%,177.805,2021-04-16,0.06027397260273973,C,387.52,1.8453333333333333,0.08
5,SPY210416C00220000,2021-02-12 4:28PM EDT,220.0,171.37,173.7,174.62,0.0,-,5,6,177.11%,174.16,2021-04-16,0.06027397260273973,C,387.52,1.7614545454545454,0.08
6,SPY210416C00225000,2021-01-11 11:11AM EDT,225.0,154.74,165.45,166.02,0.0,-,1,0,142.52%,165.735,2021-04-16,0.06027397260273973,C,387.52,1.7223111111111111,0.08
7,SPY210416C00230000,2021-03-19 9:38AM EDT,230.0,159.4,157.58,158.07,0.0,-,33,33,90.92%,157.825,2021-04-16,0.06027397260273973,C,387.52,1.6848695652173913,0.08
8,SPY210416C00240000,2021-03-11 1:03PM EDT,240.0,153.44,147.6,148.09,0.0,-,3,0,84.96%,147.845,2021-04-16,0.06027397260273973,C,387.52,1.6146666666666667,0.08
9,SPY210416C00245000,2020-10-29 10:32AM EDT,245.0,88.49,118.39,120.04,0.0,-,-,5,0.00%,119.215,2021-04-16,0.06027397260273973,C,387.52,1.5817142857142856,0.08
10,SPY210416C00250000,2021-03-19 12:05PM EDT,250.0,141.0,137.62,138.11,0.0,-,3,12,79.10%,137.865,2021-04-16,0.06027397260273973,C,387.52,1.55008,0.08
11,SPY210416C00255000,2021-03-15 10:33AM EDT,255.0,138.71,132.64,133.11,0.0,-,-,2,76.22%,132.875,2021-04-16,0.06027397260273973,C,387.52,1.5196862745098039,0.08
12,SPY210416C00260000,2021-03-23 2:45PM EDT,260.0,131.35,127.65,128.12,0.0,-,2,12,73.39%,127.885,2021-04-16,0.06027397260273973,C,387.52,1.4904615384615383,0.08
13,SPY210416C00265000,2021-02-05 4:47PM EDT,265.0,123.14,118.48,119.06,0.0,-,1,30,0.00%,118.77000000000001,2021-04-16,0.06027397260273973,C,387.52,1.4623396226415093,0.08
14,SPY210416C00270000,2021-03-17 3:32PM EDT,270.0,127.45,117.68,118.14,0.0,-,1,3,67.87%,117.91,2021-04-16,0.06027397260273973,C,387.52,1.4352592592592592,0.08
15,SPY210416C00272000,2021-01-19 1:05AM EDT,272.0,100.0,117.89,118.71,0.0,-,-,0,96.83%,118.3,2021-04-16,0.06027397260273973,C,387.52,1.424705882352941,0.08
16,SPY210416C00274000,2021-02-02 4:58PM EDT,274.0,108.9,101.93,102.93,0.0,-,-,2,0.00%,102.43,2021-04-16,0.06027397260273973,C,387.52,1.4143065693430656,0.08
17,SPY210416C00275000,2021-03-19 10:43AM EDT,275.0,114.16,112.7,113.06,0.0,-,12,12,64.06%,112.88,2021-04-16,0.06027397260273973,C,387.52,1.4091636363636364,0.08
18,SPY210416C00277000,2021-03-16 11:32AM EDT,277.0,120.69,110.7,111.07,0.0,-,1,0,63.04%,110.88499999999999,2021-04-16,0.06027397260273973,C,387.52,1.3989891696750902,0.08
19,SPY210416C00278000,2020-12-16 1:36PM EDT,278.0,93.15,97.83,98.61,0.0,-,-,76,0.00%,98.22,2021-04-16,0.06027397260273973,C,387.52,1.393956834532374,0.08
20,SPY210416C00279000,2021-03-04 2:32PM EDT,279.0,97.04,108.71,109.08,0.0,-,1,0,62.11%,108.895,2021-04-16,0.06027397260273973,C,387.52,1.3889605734767025,0.08
21,SPY210416C00280000,2021-03-18 12:55PM EDT,280.0,114.85,107.71,108.08,0.0,-,3,0,61.47%,107.895,2021-04-16,0.06027397260273973,C,387.52,1.384,0.08
22,SPY210416C00281000,2021-03-15 11:41AM EDT,281.0,111.91,106.72,107.08,0.0,-,1,0,61.04%,106.9,2021-04-16,0.06027397260273973,C,387.52,1.3790747330960853,0.08
23,SPY210416C00282000,2020-11-20 12:17PM EDT,282.0,78.0,90.6,91.24,0.0,-,2,2,0.00%,90.91999999999999,2021-04-16,0.06027397260273973,C,387.52,1.3741843971631205,0.08
24,SPY210416C00283000,2021-01-29 10:53AM EDT,283.0,93.58,97.13,97.98,0.0,-,1,3,0.00%,97.555,2021-04-16,0.06027397260273973,C,387.52,1.369328621908127,0.08
25,SPY210416C00284000,2021-02-18 11:06AM EDT,284.0,104.64,105.2,105.64,0.0,-,3,0,79.80%,105.42,2021-04-16,0.06027397260273973,C,387.52,1.364507042253521,0.08
26,SPY210416C00285000,2021-03-19 11:36AM EDT,285.0,104.71,102.73,103.1,0.0,-,10,10,59.03%,102.91499999999999,2021-04-16,0.06027397260273973,C,387.52,1.3597192982456139,0.08
27,SPY210416C00286000,2021-01-19 1:05AM EDT,286.0,94.3,103.34,104.28,0.0,-,-,5,81.78%,103.81,2021-04-16,0.06027397260273973,C,387.52,1.3549650349650348,0.08
28,SPY210416C00287000,2021-03-17 10:28AM EDT,287.0,107.8,100.74,101.11,0.0,-,-,0,58.11%,100.925,2021-04-16,0.06027397260273973,C,387.52,1.3502439024390243,0.08
29,SPY210416C00288000,2021-03-04 2:34PM EDT,288.0,88.31,99.74,100.11,0.0,-,5,0,57.52%,99.925,2021-04-16,0.06027397260273973,C,387.52,1.3455555555555554,0.08
30,SPY210416C00289000,2021-03-02 2:03PM EDT,289.0,100.42,98.75,99.11,0.0,-,5,0,57.03%,98.93,2021-04-16,0.06027397260273973,C,387.52,1.3408996539792386,0.08
31,SPY210416C00290000,2021-03-24 3:57PM EDT,290.0,98.12,97.75,98.12,-1.21,-1.22%,2,5,56.54%,97.935,2021-04-16,0.06027397260273973,C,387.52,1.3362758620689654,0.08
32,SPY210416C00291000,2021-03-05 4:02PM EDT,291.0,101.92,96.75,97.12,0.0,-,1,0,55.96%,96.935,2021-04-16,0.06027397260273973,C,387.52,1.3316838487972509,0.08
33,SPY210416C00292000,2021-02-10 1:54PM EDT,292.0,98.53,101.75,102.66,0.0,-,22,43,104.41%,102.205,2021-04-16,0.06027397260273973,C,387.52,1.3271232876712329,0.08
34,SPY210416C00293000,2021-02-10 1:54PM EDT,293.0,97.55,100.75,101.66,0.0,-,21,28,103.49%,101.205,2021-04-16,0.06027397260273973,C,387.52,1.32259385665529,0.08
35,SPY210416C00294000,2021-02-10 3:24PM EDT,294.0,96.61,99.75,100.66,0.0,-,78,479,102.59%,100.205,2021-04-16,0.06027397260273973,C,387.52,1.318095238095238,0.08
