,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Mid,Maturity,Time to Maturity,Type,Spot,Moneyness,Fed Funds Rate (%)
0,SPY210521C00165000,2021-04-09 2:15PM EDT,165.0,244.77,247.68,248.25,0.0,-,1,1,105.08%,247.965,2021-05-21,0.10136986301369863,C,412.86,2.502181818181818,0.07
1,SPY210521C00170000,2021-02-23 5:01PM EDT,170.0,218.36,219.85,220.58,0.0,-,2,0,0.00%,220.215,2021-05-21,0.10136986301369863,C,412.86,2.428588235294118,0.07
2,SPY210521C00185000,2021-02-24 4:58PM EDT,185.0,206.51,210.73,211.53,0.0,-,2,0,0.00%,211.13,2021-05-21,0.10136986301369863,C,412.86,2.231675675675676,0.07
3,SPY210521C00200000,2021-03-30 3:57PM EDT,200.0,193.73,212.7,213.27,0.0,-,6,7,85.74%,212.985,2021-05-21,0.10136986301369863,C,412.86,2.0643000000000002,0.07
4,SPY210521C00210000,2021-02-26 5:02PM EDT,210.0,170.61,185.8,186.61,0.0,-,3,0,0.00%,186.205,2021-05-21,0.10136986301369863,C,412.86,1.966,0.07
5,SPY210521C00215000,2021-03-22 10:58AM EDT,215.0,177.22,197.71,198.28,0.0,-,-,3,78.52%,197.995,2021-05-21,0.10136986301369863,C,412.86,1.920279069767442,0.07
6,SPY210521C00220000,2021-03-31 9:46AM EDT,220.0,176.21,192.72,193.29,0.0,-,1,2,76.56%,193.005,2021-05-21,0.10136986301369863,C,412.86,1.8766363636363637,0.07
7,SPY210521C00225000,2020-10-28 11:46AM EDT,225.0,107.77,138.16,140.01,0.0,-,-,5,0.00%,139.08499999999998,2021-05-21,0.10136986301369863,C,412.86,1.8349333333333333,0.07
8,SPY210521C00230000,2021-04-07 10:32AM EDT,230.0,176.9,182.73,183.3,0.0,-,33,33,72.07%,183.015,2021-05-21,0.10136986301369863,C,412.86,1.7950434782608695,0.07
9,SPY210521C00235000,2021-02-16 1:25PM EDT,235.0,158.17,156.38,157.48,0.0,-,2,1,0.00%,156.93,2021-05-21,0.10136986301369863,C,412.86,1.7568510638297874,0.07
10,SPY210521C00240000,2021-03-15 10:58AM EDT,240.0,153.85,172.74,173.31,0.0,-,1,0,67.77%,173.025,2021-05-21,0.10136986301369863,C,412.86,1.72025,0.07
11,SPY210521C00245000,2021-03-09 12:04PM EDT,245.0,143.96,165.46,166.3,0.0,-,15,0,0.00%,165.88,2021-05-21,0.10136986301369863,C,412.86,1.6851428571428573,0.07
12,SPY210521C00250000,2021-03-31 2:02PM EDT,250.0,147.72,162.75,163.33,0.0,-,4,4,63.77%,163.04000000000002,2021-05-21,0.10136986301369863,C,412.86,1.65144,0.07
13,SPY210521C00255000,2021-04-09 2:49PM EDT,255.0,155.18,157.76,158.33,0.0,-,2,1,61.67%,158.04500000000002,2021-05-21,0.10136986301369863,C,412.86,1.6190588235294119,0.07
14,SPY210521C00260000,2021-04-09 2:49PM EDT,260.0,150.19,152.77,153.34,0.0,-,2,3,59.77%,153.055,2021-05-21,0.10136986301369863,C,412.86,1.587923076923077,0.07
15,SPY210521C00265000,2021-03-17 11:05AM EDT,265.0,128.7,147.78,148.35,0.0,-,26,8,57.91%,148.065,2021-05-21,0.10136986301369863,C,412.86,1.5579622641509434,0.07
16,SPY210521C00270000,2021-04-01 2:03PM EDT,270.0,129.9,142.9,143.28,0.0,-,2,12,56.54%,143.09,2021-05-21,0.10136986301369863,C,412.86,1.529111111111111,0.07
17,SPY210521C00271000,2021-03-12 12:45PM EDT,271.0,121.64,139.52,140.34,0.0,-,2,0,0.00%,139.93,2021-05-21,0.10136986301369863,C,412.86,1.5234686346863469,0.07
18,SPY210521C00272000,2021-02-08 3:13PM EDT,272.0,118.19,118.38,118.79,0.0,-,4,3,0.00%,118.58500000000001,2021-05-21,0.10136986301369863,C,412.86,1.5178676470588235,0.07
19,SPY210521C00273000,2021-02-25 1:53PM EDT,273.0,111.87,123.12,123.9,0.0,-,-,0,0.00%,123.51,2021-05-21,0.10136986301369863,C,412.86,1.5123076923076924,0.07
20,SPY210521C00274000,2021-02-25 1:53PM EDT,274.0,110.88,122.13,122.91,0.0,-,-,0,0.00%,122.52,2021-05-21,0.10136986301369863,C,412.86,1.5067883211678832,0.07
21,SPY210521C00275000,2021-04-12 1:13PM EDT,275.0,136.53,137.81,138.2,0.0,-,1,8,51.27%,138.005,2021-05-21,0.10136986301369863,C,412.86,1.501309090909091,0.07
22,SPY210521C00276000,2021-03-24 9:53AM EDT,276.0,115.32,136.81,137.19,0.0,-,4,4,50.64%,137.0,2021-05-21,0.10136986301369863,C,412.86,1.4958695652173915,0.07
23,SPY210521C00279000,2021-02-25 1:30PM EDT,279.0,107.35,117.16,117.94,0.0,-,-,0,0.00%,117.55,2021-05-21,0.10136986301369863,C,412.86,1.479784946236559,0.07
24,SPY210521C00280000,2021-03-19 3:44PM EDT,280.0,111.77,132.91,133.21,0.0,-,2,3,51.27%,133.06,2021-05-21,0.10136986301369863,C,412.86,1.4745000000000001,0.07
25,SPY210521C00281000,2021-03-17 10:38AM EDT,281.0,113.5,131.91,132.21,0.0,-,34,0,50.83%,132.06,2021-05-21,0.10136986301369863,C,412.86,1.4692526690391459,0.07
26,SPY210521C00282000,2021-03-02 12:25PM EDT,282.0,105.75,117.63,118.02,0.0,-,1,0,0.00%,117.82499999999999,2021-05-21,0.10136986301369863,C,412.86,1.4640425531914893,0.07
27,SPY210521C00283000,2021-02-25 12:21PM EDT,283.0,107.05,113.21,113.98,0.0,-,40,0,0.00%,113.595,2021-05-21,0.10136986301369863,C,412.86,1.45886925795053,0.07
28,SPY210521C00284000,2021-01-25 3:11PM EDT,284.0,101.38,108.98,109.37,0.0,-,40,65,0.00%,109.17500000000001,2021-05-21,0.10136986301369863,C,412.86,1.4537323943661973,0.07
29,SPY210521C00285000,2021-03-15 3:44PM EDT,285.0,110.43,127.83,128.22,0.0,-,1,0,53.27%,128.025,2021-05-21,0.10136986301369863,C,412.86,1.4486315789473685,0.07
30,SPY210521C00286000,2021-02-25 11:27AM EDT,286.0,104.63,110.23,111.0,0.0,-,20,0,0.00%,110.61500000000001,2021-05-21,0.10136986301369863,C,412.86,1.4435664335664335,0.07
31,SPY210521C00287000,2021-03-30 3:58PM EDT,287.0,107.12,126.01,126.2,0.0,-,40,4,51.95%,126.105,2021-05-21,0.10136986301369863,C,412.86,1.4385365853658536,0.07
32,SPY210521C00288000,2021-03-24 1:09PM EDT,288.0,103.51,124.93,125.23,0.0,-,4,4,52.17%,125.08000000000001,2021-05-21,0.10136986301369863,C,412.86,1.4335416666666667,0.07
33,SPY210521C00289000,2021-03-30 3:58PM EDT,289.0,105.14,123.93,124.23,0.0,-,8,13,51.71%,124.08000000000001,2021-05-21,0.10136986301369863,C,412.86,1.4285813148788928,0.07
34,SPY210521C00290000,2021-03-26 9:46AM EDT,290.0,101.7,122.92,123.25,0.0,-,1,26,51.69%,123.08500000000001,2021-05-21,0.10136986301369863,C,412.86,1.4236551724137931,0.07
35,SPY210521C00291000,2021-03-31 11:03AM EDT,291.0,106.38,122.02,122.23,0.0,-,4,4,50.83%,122.125,2021-05-21,0.10136986301369863,C,412.86,1.4187628865979383,0.07
36,SPY210521C00292000,2021-01-29 4:14PM EDT,292.0,84.73,0.0,0.0,0.0,-,3,0,0.00%,0.0,2021-05-21,0.10136986301369863,C,412.86,1.4139041095890412,0.07
37,SPY210521C00293000,2021-04-07 3:45PM EDT,293.0,113.85,120.03,120.23,0.0,-,4,4,49.95%,120.13,2021-05-21,0.10136986301369863,C,412.86,1.4090784982935154,0.07
38,SPY210521C00294000,2021-04-01 3:59PM EDT,294.0,106.86,118.97,119.3,0.0,-,1,0,50.83%,119.13499999999999,2021-05-21,0.10136986301369863,C,412.86,1.4042857142857144,0.07
39,SPY210521C00295000,2021-03-18 3:15PM EDT,295.0,97.98,117.96,118.24,0.0,-,7,0,49.29%,118.1,2021-05-21,0.10136986301369863,C,412.86,1.3995254237288135,0.07
40,SPY210521C00296000,2020-11-17 10:47AM EDT,296.0,68.65,73.86,74.65,0.0,-,-,1,0.00%,74.255,2021-05-21,0.10136986301369863,C,412.86,1.3947972972972973,0.07
41,SPY210521C00297000,2021-04-07 12:58PM EDT,297.0,109.28,116.03,116.25,0.0,-,1,4,48.61%,116.14,2021-05-21,0.10136986301369863,C,412.86,1.39010101010101,0.07
42,SPY210521C00298000,2021-03-18 2:06PM EDT,298.0,97.75,115.03,115.26,0.0,-,18,0,48.36%,115.14500000000001,2021-05-21,0.10136986301369863,C,412.86,1.3854362416107382,0.07
43,SPY210521C00299000,2021-03-30 3:58PM EDT,299.0,95.25,114.03,114.26,0.0,-,20,4,47.93%,114.14500000000001,2021-05-21,0.10136986301369863,C,412.86,1.3808026755852842,0.07
44,SPY210521C00300000,2021-04-09 3:52PM EDT,300.0,111.49,112.98,113.26,0.0,-,1,181,47.51%,113.12,2021-05-21,0.10136986301369863,C,412.86,1.3762,0.07
45,SPY210521C00301000,2021-04-09 3:57PM EDT,301.0,110.74,111.99,112.37,0.0,-,1,13,48.88%,112.18,2021-05-21,0.10136986301369863,C,412.86,1.3716279069767443,0.07
