,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Mid,Maturity,Time to Maturity,Type,Spot,Moneyness,Fed Funds Rate (%)
0,SPY210618C00100000,2021-02-09 12:12PM EDT,100.0,289.78,294.03,294.99,0.0,-,4,1,0.00%,294.51,2021-06-18,0.06027397260273973,C,419.07,4.1907,0.07
1,SPY210618C00105000,2021-03-24 11:48AM EDT,105.0,286.84,310.99,311.69,0.0,-,2,0,0.00%,311.34000000000003,2021-06-18,0.06027397260273973,C,419.07,3.991142857142857,0.07
2,SPY210618C00110000,2020-07-09 5:05PM EDT,110.0,175.0,0.0,0.0,0.0,-,3,0,0.00%,0.0,2021-06-18,0.06027397260273973,C,419.07,3.809727272727273,0.07
3,SPY210618C00115000,2020-09-03 11:40AM EDT,115.0,233.61,218.46,219.88,0.0,-,-,0,0.00%,219.17000000000002,2021-06-18,0.06027397260273973,C,419.07,3.644086956521739,0.07
4,SPY210618C00120000,2020-12-17 4:15PM EDT,120.0,251.75,254.25,255.28,0.0,-,1,0,0.00%,254.765,2021-06-18,0.06027397260273973,C,419.07,3.49225,0.07
5,SPY210618C00125000,2020-06-22 9:47AM EDT,125.0,182.92,199.61,200.81,0.0,-,1,0,0.00%,200.21,2021-06-18,0.06027397260273973,C,419.07,3.35256,0.07
6,SPY210618C00130000,2020-07-09 5:05PM EDT,130.0,189.67,0.0,0.0,0.0,-,80,0,0.00%,0.0,2021-06-18,0.06027397260273973,C,419.07,3.2236153846153845,0.07
7,SPY210618C00135000,2021-03-18 2:51PM EDT,135.0,258.28,281.54,282.23,0.0,-,5,0,0.00%,281.885,2021-06-18,0.06027397260273973,C,419.07,3.104222222222222,0.07
8,SPY210618C00140000,2021-03-18 3:28PM EDT,140.0,252.3,276.55,277.24,0.0,-,10,2,0.00%,276.895,2021-06-18,0.06027397260273973,C,419.07,2.9933571428571426,0.07
9,SPY210618C00145000,2021-03-18 3:57PM EDT,145.0,246.5,271.55,272.24,0.0,-,30,0,0.00%,271.895,2021-06-18,0.06027397260273973,C,419.07,2.8901379310344826,0.07
10,SPY210618C00150000,2021-04-30 2:38PM EDT,150.0,267.15,268.56,269.43,0.0,-,1,1,171.68%,268.995,2021-06-18,0.06027397260273973,C,419.07,2.7938,0.07
11,SPY210618C00155000,2020-09-17 1:54PM EDT,155.0,179.12,190.94,192.19,0.0,-,10,0,0.00%,191.565,2021-06-18,0.06027397260273973,C,419.07,2.7036774193548387,0.07
12,SPY210618C00160000,2020-11-24 4:56PM EDT,160.0,203.36,208.93,209.57,0.0,-,10,0,0.00%,209.25,2021-06-18,0.06027397260273973,C,419.07,2.6191875,0.07
13,SPY210618C00170000,2020-11-30 4:12PM EDT,170.0,191.41,201.67,202.73,0.0,-,11,0,0.00%,202.2,2021-06-18,0.06027397260273973,C,419.07,2.4651176470588236,0.07
14,SPY210618C00175000,2021-03-18 2:49PM EDT,175.0,217.91,241.58,242.27,0.0,-,25,6,0.00%,241.925,2021-06-18,0.06027397260273973,C,419.07,2.394685714285714,0.07
15,SPY210618C00180000,2021-03-18 3:00PM EDT,180.0,213.17,236.59,237.28,0.0,-,89,7,0.00%,236.935,2021-06-18,0.06027397260273973,C,419.07,2.3281666666666667,0.07
16,SPY210618C00185000,2021-05-21 1:11PM EDT,185.0,230.52,233.56,234.43,0.0,-,1,42,138.67%,233.995,2021-06-18,0.06027397260273973,C,419.07,2.265243243243243,0.07
17,SPY210618C00190000,2021-04-26 11:49AM EDT,190.0,228.0,228.56,229.43,0.0,-,20,20,134.47%,228.995,2021-06-18,0.06027397260273973,C,419.07,2.205631578947368,0.07
18,SPY210618C00195000,2021-03-12 10:44AM EDT,195.0,197.28,215.37,216.38,0.0,-,2,0,0.00%,215.875,2021-06-18,0.06027397260273973,C,419.07,2.149076923076923,0.07
19,SPY210618C00200000,2021-05-20 11:24AM EDT,200.0,214.42,218.57,219.43,0.0,-,1,35,126.47%,219.0,2021-06-18,0.06027397260273973,C,419.07,2.09535,0.07
20,SPY210618C00205000,2021-05-18 3:25PM EDT,205.0,209.22,213.57,214.43,0.0,-,3,3,122.56%,214.0,2021-06-18,0.06027397260273973,C,419.07,2.044243902439024,0.07
21,SPY210618C00210000,2021-03-22 3:57PM EDT,210.0,182.85,205.23,205.88,0.0,-,3,11,0.00%,205.555,2021-06-18,0.06027397260273973,C,419.07,1.9955714285714286,0.07
22,SPY210618C00215000,2021-03-18 2:49PM EDT,215.0,178.14,201.65,202.34,0.0,-,66,30,0.00%,201.995,2021-06-18,0.06027397260273973,C,419.07,1.9491627906976743,0.07
23,SPY210618C00220000,2021-05-13 10:42AM EDT,220.0,190.91,198.58,199.45,0.0,-,10,29,112.21%,199.015,2021-06-18,0.06027397260273973,C,419.07,1.9048636363636364,0.07
24,SPY210618C00225000,2021-05-14 12:38PM EDT,225.0,190.8,193.58,194.46,0.0,-,1,45,109.08%,194.02,2021-06-18,0.06027397260273973,C,419.07,1.8625333333333334,0.07
25,SPY210618C00230000,2021-05-20 3:47PM EDT,230.0,189.25,188.58,189.46,0.0,-,1,13,105.57%,189.02,2021-06-18,0.06027397260273973,C,419.07,1.8220434782608694,0.07
26,SPY210618C00235000,2021-04-08 1:58PM EDT,235.0,173.27,186.98,187.93,0.0,-,2,3,149.24%,187.45499999999998,2021-06-18,0.06027397260273973,C,419.07,1.7832765957446808,0.07
27,SPY210618C00240000,2021-05-10 11:23AM EDT,240.0,182.0,178.59,179.47,0.0,-,1,125,99.12%,179.03,2021-06-18,0.06027397260273973,C,419.07,1.746125,0.07
28,SPY210618C00245000,2021-04-13 11:02AM EDT,245.0,167.14,163.89,164.36,0.0,-,1,59,0.00%,164.125,2021-06-18,0.06027397260273973,C,419.07,1.7104897959183674,0.07
29,SPY210618C00250000,2021-05-21 3:31PM EDT,250.0,165.79,168.6,169.48,0.0,-,5,74,92.87%,169.04,2021-06-18,0.06027397260273973,C,419.07,1.67628,0.07
30,SPY210618C00255000,2021-05-20 3:24PM EDT,255.0,161.26,163.6,164.49,0.0,-,6,40,89.94%,164.04500000000002,2021-06-18,0.06027397260273973,C,419.07,1.6434117647058823,0.07
31,SPY210618C00260000,2021-05-20 3:21PM EDT,260.0,156.15,158.61,159.5,0.0,-,1,64,87.11%,159.055,2021-06-18,0.06027397260273973,C,419.07,1.6118076923076923,0.07
