Moneyness,0.09315068493150686,0.18904109589041096,0.26575342465753427,0.3424657534246575,0.4383561643835616,0.5150684931506849,0.6109589041095891,0.6876712328767123,0.7643835616438356,1.0136986301369864,1.263013698630137,1.5123287671232877,1.6082191780821917,1.7616438356164383,2.5095890410958903
0.7509911504424779,,0.01,0.015,0.025,0.04,0.049999999999999996,0.065,0.245,0.235,0.41000000000000003,0.875,1.3900000000000001,1.63,2.415,4.885
0.7576964285714286,0.005,0.005,0.015,0.02,0.03,0.045,0.065,0.11,0.17,0.46499999999999997,0.9850000000000001,1.5499999999999998,1.8199999999999998,3.335,5.28
0.7645225225225225,0.005,0.005,0.015,0.025,0.04,0.030000000000000002,0.07500000000000001,0.14,0.22,0.5349999999999999,1.1949999999999998,1.745,2.245,3.0999999999999996,5.71
0.7714727272727273,0.005,0.005,0.015,0.025,0.04,0.045,0.095,0.15500000000000003,0.23,0.6200000000000001,1.26,1.95,2.42,3.34,6.265000000000001
0.7785504587155964,0.005,0.005,0.01,0.03,0.05,0.05,0.11,0.18,0.27,0.72,1.42,2.185,2.47,3.5999999999999996,6.705
0.7857592592592593,0.005,0.005,0.015,0.025,0.055,0.065,0.13,0.245,0.32,0.8300000000000001,1.625,2.465,2.7,3.12,7.26
0.7931028037383178,0.005,0.005,0.0,0.03,0.065,0.1,0.16,0.265,0.4,0.96,1.835,2.76,3.14,4.6450000000000005,7.875
0.8005849056603773,0.0,0.015,0.01,0.035,0.08,0.10500000000000001,0.2,0.31999999999999995,0.485,1.115,2.0949999999999998,3.1100000000000003,3.49,4.41,8.565
0.8082095238095238,0.005,0.015,0.0,0.04,0.09,0.135,0.245,0.39,0.5349999999999999,1.3050000000000002,2.385,3.51,3.825,4.85,9.309999999999999
0.8159807692307692,0.005,0.015,0.0,0.055,0.11499999999999999,0.18,0.31,0.48,0.6399999999999999,1.5150000000000001,2.725,3.935,4.43,5.765000000000001,10.12
0.8239029126213592,0.005,0.015,0.035,0.07500000000000001,0.14,0.22499999999999998,0.385,0.565,0.77,1.77,3.1,4.4399999999999995,4.965,5.96,11.035
0.8319803921568627,0.005,0.015,0.045,0.07500000000000001,0.18,0.305,0.475,0.685,0.9299999999999999,2.065,3.54,4.99,5.59,6.88,12.015
0.8402178217821782,0.005,0.025,0.045,0.095,0.22999999999999998,0.375,0.595,0.835,1.13,2.425,4.055,5.64,6.205,7.404999999999999,13.08
0.84862,0.005,0.025,0.060000000000000005,0.12,0.3,0.48,0.73,1.03,1.375,2.835,4.625,6.34,6.675,7.74,14.035
0.8571919191919192,0.005,0.035,0.07500000000000001,0.16,0.385,0.61,0.9099999999999999,1.28,1.675,3.34,5.3100000000000005,7.155,7.89,9.25,15.55
0.865938775510204,0.005,0.035,0.10500000000000001,0.22,0.505,0.78,1.145,1.585,2.0549999999999997,3.915,6.07,8.085,8.87,10.515,16.785
0.8748659793814433,0.005,0.045,0.135,0.3,0.655,1.005,1.44,1.97,2.52,4.615,6.97,9.125,9.995,11.57,18.45
0.8839791666666666,0.005,0.065,0.195,0.41500000000000004,0.865,1.28,1.81,2.4450000000000003,3.08,5.36,7.9799999999999995,10.35,11.25,12.925,20.045
0.8932842105263158,0.015,0.095,0.28,0.575,1.1400000000000001,1.655,2.29,3.045,3.775,6.355,9.185,11.68,12.645,14.400000000000002,21.745
0.9027872340425532,0.015,0.14,0.41000000000000003,0.81,1.52,2.145,2.9050000000000002,3.79,4.62,7.5,10.530000000000001,13.2,14.184999999999999,16.665,23.6
0.9124946236559139,0.025,0.21000000000000002,0.6,1.13,2.03,2.785,3.695,4.705,5.62,8.8,12.08,14.85,15.89,17.814999999999998,25.515
