,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Mid,Maturity,Time to Maturity,Type,Spot,Moneyness,Fed Funds Rate (%)
0,SPY210618C00100000,2021-02-09 12:12PM EDT,100.0,289.78,294.03,294.99,0.0,-,4,1,0.00%,294.51,2021-06-18,0.08493150684931507,C,415.52,4.1552,0.07
1,SPY210618C00105000,2021-03-24 11:48AM EDT,105.0,286.84,310.99,311.69,0.0,-,2,0,216.70%,311.34000000000003,2021-06-18,0.08493150684931507,C,415.52,3.957333333333333,0.07
2,SPY210618C00110000,2020-07-09 5:05PM EDT,110.0,175.0,0.0,0.0,0.0,-,3,0,0.00%,0.0,2021-06-18,0.08493150684931507,C,415.52,3.777454545454545,0.07
3,SPY210618C00115000,2020-09-03 11:40AM EDT,115.0,233.61,218.46,219.88,0.0,-,-,0,0.00%,219.17000000000002,2021-06-18,0.08493150684931507,C,415.52,3.6132173913043477,0.07
4,SPY210618C00120000,2020-12-17 4:15PM EDT,120.0,251.75,254.25,255.28,0.0,-,1,0,0.00%,254.765,2021-06-18,0.08493150684931507,C,415.52,3.4626666666666663,0.07
5,SPY210618C00125000,2020-06-22 9:47AM EDT,125.0,182.92,199.61,200.81,0.0,-,1,0,0.00%,200.21,2021-06-18,0.08493150684931507,C,415.52,3.32416,0.07
6,SPY210618C00130000,2020-07-09 5:05PM EDT,130.0,189.67,0.0,0.0,0.0,-,80,0,0.00%,0.0,2021-06-18,0.08493150684931507,C,415.52,3.196307692307692,0.07
7,SPY210618C00135000,2021-03-18 2:51PM EDT,135.0,258.28,281.54,282.23,0.0,-,5,0,193.70%,281.885,2021-06-18,0.08493150684931507,C,415.52,3.0779259259259257,0.07
8,SPY210618C00140000,2021-03-18 3:28PM EDT,140.0,252.3,276.55,277.24,0.0,-,10,2,188.09%,276.895,2021-06-18,0.08493150684931507,C,415.52,2.968,0.07
9,SPY210618C00145000,2021-03-18 3:57PM EDT,145.0,246.5,271.55,272.24,0.0,-,30,0,182.42%,271.895,2021-06-18,0.08493150684931507,C,415.52,2.865655172413793,0.07
10,SPY210618C00150000,2021-04-30 2:38PM EDT,150.0,267.15,265.33,266.06,0.0,-,1,1,133.40%,265.695,2021-06-18,0.08493150684931507,C,415.52,2.7701333333333333,0.07
