,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Mid,Maturity,Time to Maturity,Type,Spot,Moneyness,Fed Funds Rate (%)
0,SPY210521C00170000,2021-02-23 5:01PM EDT,170.0,218.36,219.85,220.58,0.0,-,2,0,0.00%,220.215,2021-05-21,0.1178082191780822,C,406.59,2.391705882352941,0.07
1,SPY210521C00185000,2021-02-24 4:58PM EDT,185.0,206.51,210.73,211.53,0.0,-,2,0,0.00%,211.13,2021-05-21,0.1178082191780822,C,406.59,2.1977837837837835,0.07
2,SPY210521C00200000,2021-03-30 3:57PM EDT,200.0,193.73,206.68,207.37,0.0,-,6,7,91.50%,207.025,2021-05-21,0.1178082191780822,C,406.59,2.03295,0.07
3,SPY210521C00210000,2021-02-26 5:02PM EDT,210.0,170.61,185.8,186.61,0.0,-,3,0,0.00%,186.205,2021-05-21,0.1178082191780822,C,406.59,1.936142857142857,0.07
4,SPY210521C00215000,2021-03-22 10:58AM EDT,215.0,177.22,191.7,192.39,0.0,-,-,3,83.50%,192.045,2021-05-21,0.1178082191780822,C,406.59,1.8911162790697673,0.07
5,SPY210521C00220000,2021-03-31 9:46AM EDT,220.0,176.21,186.7,187.4,0.0,-,1,2,80.86%,187.05,2021-05-21,0.1178082191780822,C,406.59,1.8481363636363635,0.07
6,SPY210521C00225000,2020-10-28 11:46AM EDT,225.0,107.77,138.16,140.01,0.0,-,-,5,0.00%,139.08499999999998,2021-05-21,0.1178082191780822,C,406.59,1.8070666666666666,0.07
7,SPY210521C00230000,2021-04-07 10:30AM EDT,230.0,176.9,176.72,177.42,17.93,+11.28%,33,1,76.03%,177.07,2021-05-21,0.1178082191780822,C,406.59,1.767782608695652,0.07
8,SPY210521C00235000,2021-02-16 1:25PM EDT,235.0,158.17,156.38,157.48,0.0,-,2,1,0.00%,156.93,2021-05-21,0.1178082191780822,C,406.59,1.7301702127659573,0.07
9,SPY210521C00240000,2021-03-15 10:58AM EDT,240.0,153.85,166.74,167.44,0.0,-,1,0,71.34%,167.09,2021-05-21,0.1178082191780822,C,406.59,1.6941249999999999,0.07
10,SPY210521C00245000,2021-03-08 11:22AM EDT,245.0,143.96,161.58,162.09,0.0,-,15,0,62.35%,161.835,2021-05-21,0.1178082191780822,C,406.59,1.6595510204081632,0.07
11,SPY210521C00250000,2021-03-31 2:02PM EDT,250.0,147.72,156.76,157.46,0.0,-,4,4,66.80%,157.11,2021-05-21,0.1178082191780822,C,406.59,1.6263599999999998,0.07
12,SPY210521C00255000,2021-02-02 4:59PM EDT,255.0,128.2,121.03,121.59,0.0,-,1,37,0.00%,121.31,2021-05-21,0.1178082191780822,C,406.59,1.594470588235294,0.07
13,SPY210521C00260000,2021-03-18 12:40PM EDT,260.0,131.7,146.79,147.48,0.0,-,2,2,62.45%,147.135,2021-05-21,0.1178082191780822,C,406.59,1.5638076923076922,0.07
14,SPY210521C00265000,2021-03-17 11:05AM EDT,265.0,128.7,141.81,142.48,0.0,-,26,8,60.25%,142.14499999999998,2021-05-21,0.1178082191780822,C,406.59,1.5343018867924527,0.07
15,SPY210521C00270000,2021-04-01 2:03PM EDT,270.0,129.9,136.83,137.5,0.0,-,2,12,58.28%,137.16500000000002,2021-05-21,0.1178082191780822,C,406.59,1.5058888888888888,0.07
16,SPY210521C00271000,2021-03-12 12:45PM EDT,271.0,121.64,135.83,136.5,0.0,-,2,0,57.81%,136.16500000000002,2021-05-21,0.1178082191780822,C,406.59,1.500332103321033,0.07
17,SPY210521C00272000,2021-02-08 3:13PM EDT,272.0,118.19,118.38,118.79,0.0,-,4,3,0.00%,118.58500000000001,2021-05-21,0.1178082191780822,C,406.59,1.494816176470588,0.07
18,SPY210521C00273000,2021-02-25 1:53PM EDT,273.0,111.87,123.12,123.9,0.0,-,-,0,0.00%,123.51,2021-05-21,0.1178082191780822,C,406.59,1.4893406593406593,0.07
19,SPY210521C00274000,2021-02-25 1:53PM EDT,274.0,110.88,122.13,122.91,0.0,-,-,0,0.00%,122.52,2021-05-21,0.1178082191780822,C,406.59,1.483905109489051,0.07
20,SPY210521C00275000,2021-03-30 3:52PM EDT,275.0,119.58,131.85,132.51,0.0,-,4,7,56.20%,132.18,2021-05-21,0.1178082191780822,C,406.59,1.4785090909090908,0.07
21,SPY210521C00276000,2021-03-24 9:53AM EDT,276.0,115.32,130.85,131.52,0.0,-,4,4,55.84%,131.185,2021-05-21,0.1178082191780822,C,406.59,1.4731521739130433,0.07
22,SPY210521C00279000,2021-02-25 1:30PM EDT,279.0,107.35,117.16,117.94,0.0,-,-,0,0.00%,117.55,2021-05-21,0.1178082191780822,C,406.59,1.4573118279569892,0.07
23,SPY210521C00280000,2021-03-19 3:44PM EDT,280.0,111.77,126.86,127.53,0.0,-,2,3,54.15%,127.195,2021-05-21,0.1178082191780822,C,406.59,1.4521071428571428,0.07
24,SPY210521C00281000,2021-03-17 10:38AM EDT,281.0,113.5,125.87,126.53,0.0,-,34,0,53.78%,126.2,2021-05-21,0.1178082191780822,C,406.59,1.4469395017793594,0.07
25,SPY210521C00282000,2021-03-02 12:25PM EDT,282.0,105.75,117.63,118.02,0.0,-,1,0,0.00%,117.82499999999999,2021-05-21,0.1178082191780822,C,406.59,1.4418085106382978,0.07
26,SPY210521C00283000,2021-02-25 12:21PM EDT,283.0,107.05,113.21,113.98,0.0,-,40,0,0.00%,113.595,2021-05-21,0.1178082191780822,C,406.59,1.4367137809187278,0.07
27,SPY210521C00284000,2021-01-25 3:11PM EDT,284.0,101.38,108.98,109.37,0.0,-,40,65,0.00%,109.17500000000001,2021-05-21,0.1178082191780822,C,406.59,1.4316549295774648,0.07
28,SPY210521C00285000,2021-03-15 3:44PM EDT,285.0,110.43,121.88,122.55,0.0,-,1,0,52.20%,122.215,2021-05-21,0.1178082191780822,C,406.59,1.4266315789473683,0.07
29,SPY210521C00286000,2021-02-25 11:27AM EDT,286.0,104.63,110.23,111.0,0.0,-,20,0,0.00%,110.61500000000001,2021-05-21,0.1178082191780822,C,406.59,1.4216433566433566,0.07
30,SPY210521C00287000,2021-03-30 3:58PM EDT,287.0,107.12,119.89,120.55,0.0,-,40,4,51.37%,120.22,2021-05-21,0.1178082191780822,C,406.59,1.4166898954703833,0.07
31,SPY210521C00288000,2021-03-24 1:09PM EDT,288.0,103.51,118.9,119.56,0.0,-,4,4,51.07%,119.23,2021-05-21,0.1178082191780822,C,406.59,1.4117708333333332,0.07
32,SPY210521C00289000,2021-03-30 3:58PM EDT,289.0,105.14,117.9,118.56,0.0,-,8,13,50.64%,118.23,2021-05-21,0.1178082191780822,C,406.59,1.406885813148789,0.07
33,SPY210521C00290000,2021-03-26 9:46AM EDT,290.0,101.7,116.9,117.57,0.0,-,1,26,50.24%,117.235,2021-05-21,0.1178082191780822,C,406.59,1.4020344827586206,0.07
34,SPY210521C00291000,2021-03-31 11:03AM EDT,291.0,106.38,115.91,116.57,0.0,-,4,4,53.61%,116.24,2021-05-21,0.1178082191780822,C,406.59,1.3972164948453607,0.07
35,SPY210521C00292000,2021-01-29 4:14PM EDT,292.0,84.73,0.0,0.0,0.0,-,3,0,0.00%,0.0,2021-05-21,0.1178082191780822,C,406.59,1.392431506849315,0.07
36,SPY210521C00293000,2021-03-11 11:45AM EDT,293.0,113.85,113.98,114.45,13.1,+13.00%,4,0,51.44%,114.215,2021-05-21,0.1178082191780822,C,406.59,1.3876791808873719,0.07
37,SPY210521C00294000,2021-04-01 3:59PM EDT,294.0,106.86,112.99,113.46,0.0,-,1,0,51.10%,113.225,2021-05-21,0.1178082191780822,C,406.59,1.3829591836734694,0.07
38,SPY210521C00295000,2021-03-18 3:15PM EDT,295.0,97.98,112.0,112.46,0.0,-,7,0,50.64%,112.22999999999999,2021-05-21,0.1178082191780822,C,406.59,1.3782711864406778,0.07
39,SPY210521C00296000,2020-11-17 10:47AM EDT,296.0,68.65,73.86,74.65,0.0,-,-,1,0.00%,74.255,2021-05-21,0.1178082191780822,C,406.59,1.3736148648648647,0.07
40,SPY210521C00297000,2021-04-07 12:58PM EDT,297.0,109.28,110.01,110.47,17.04,+18.47%,1,5,49.83%,110.24000000000001,2021-05-21,0.1178082191780822,C,406.59,1.368989898989899,0.07
41,SPY210521C00298000,2021-03-18 2:06PM EDT,298.0,97.75,109.01,109.48,0.0,-,18,0,49.49%,109.245,2021-05-21,0.1178082191780822,C,406.59,1.3643959731543622,0.07
42,SPY210521C00299000,2021-03-30 3:58PM EDT,299.0,95.25,108.02,108.48,0.0,-,20,4,49.02%,108.25,2021-05-21,0.1178082191780822,C,406.59,1.3598327759197324,0.07
43,SPY210521C00300000,2021-04-05 9:59AM EDT,300.0,106.35,107.02,107.49,1.45,+1.38%,1,181,48.68%,107.255,2021-05-21,0.1178082191780822,C,406.59,1.3553,0.07
44,SPY210521C00301000,2021-03-19 12:50PM EDT,301.0,91.26,106.03,106.49,0.0,-,1,14,48.23%,106.25999999999999,2021-05-21,0.1178082191780822,C,406.59,1.3507973421926909,0.07
45,SPY210521C00302000,2021-03-18 9:58AM EDT,302.0,93.32,105.03,105.5,0.0,-,2,26,47.88%,105.265,2021-05-21,0.1178082191780822,C,406.59,1.3463245033112583,0.07
46,SPY210521C00303000,2021-02-09 10:58AM EDT,303.0,89.47,91.78,92.27,0.0,-,4,1,0.00%,92.025,2021-05-21,0.1178082191780822,C,406.59,1.3418811881188117,0.07
47,SPY210521C00304000,2021-03-30 2:58PM EDT,304.0,91.51,103.05,103.51,0.0,-,4,335,47.07%,103.28,2021-05-21,0.1178082191780822,C,406.59,1.3374671052631577,0.07
48,SPY210521C00305000,2021-03-31 9:40AM EDT,305.0,91.97,102.05,102.51,0.0,-,4,299,46.63%,102.28,2021-05-21,0.1178082191780822,C,406.59,1.3330819672131147,0.07
49,SPY210521C00306000,2021-03-15 10:08AM EDT,306.0,87.97,101.06,101.51,0.0,-,16,18,46.18%,101.285,2021-05-21,0.1178082191780822,C,406.59,1.3287254901960783,0.07
50,SPY210521C00307000,2021-03-30 3:54PM EDT,307.0,87.79,100.07,100.53,0.0,-,4,34,45.92%,100.3,2021-05-21,0.1178082191780822,C,406.59,1.3243973941368077,0.07
51,SPY210521C00308000,2021-03-18 3:53PM EDT,308.0,83.41,99.07,99.53,0.0,-,1,22,45.48%,99.3,2021-05-21,0.1178082191780822,C,406.59,1.3200974025974026,0.07
52,SPY210521C00309000,2021-04-01 10:03AM EDT,309.0,90.0,98.08,98.54,0.0,-,2,8,45.12%,98.31,2021-05-21,0.1178082191780822,C,406.59,1.3158252427184465,0.07
53,SPY210521C00310000,2021-04-05 1:27PM EDT,310.0,96.79,97.14,97.48,0.0,-,6,12381,44.13%,97.31,2021-05-21,0.1178082191780822,C,406.59,1.3115806451612901,0.07
54,SPY210521C00311000,2021-02-19 3:29PM EDT,311.0,81.07,79.62,79.85,0.0,-,3,26,0.00%,79.735,2021-05-21,0.1178082191780822,C,406.59,1.307363344051447,0.07
55,SPY210521C00312000,2021-03-30 3:54PM EDT,312.0,82.87,95.16,95.5,0.0,-,4,52,43.43%,95.33,2021-05-21,0.1178082191780822,C,406.59,1.303173076923077,0.07
56,SPY210521C00313000,2021-03-18 4:01PM EDT,313.0,79.2,94.16,94.5,0.0,-,12,71,42.99%,94.33,2021-05-21,0.1178082191780822,C,406.59,1.2990095846645366,0.07
57,SPY210521C00314000,2021-03-18 4:01PM EDT,314.0,93.17,93.17,93.51,15.03,+19.23%,4,191,42.64%,93.34,2021-05-21,0.1178082191780822,C,406.59,1.294872611464968,0.07
58,SPY210521C00315000,2021-03-26 2:32PM EDT,315.0,91.96,92.18,92.52,14.22,+18.29%,4,368,42.29%,92.35,2021-05-21,0.1178082191780822,C,406.59,1.2907619047619048,0.07
